Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size
981,933 E 51ST AVENUE,6/4/2019,1450000,2,2606,1983,36,4397.25
982,428 E 46TH AVENUE,4/8/2019,1636500,121,2469,1996,23,4026
983,416-418 UNION STREET,9/9/2019,1600000,32,2301,1980,39,3150
984,3676 NAPIER STREET,9/25/2019,1200000,4,2228,1983,36,3550.8
985,6583 KNIGHT STREET,6/24/2019,1549900,25,2789,2017,2,3676
986,3280 GEORGIA STREET,1/16/2020,904000,44,2166,1928,92,3547.5
987,3051 KITCHENER STREET,10/29/2019,1350000,28,1926,1944,75,4254.5
988,5239 PRINCE ALBERT STREET,8/20/2019,1580000,3,2205,1992,27,3630
989,1594 E 22ND AVENUE,8/6/2019,1144000,4,1953,1923,96,3300
990,1083 E 57TH AVENUE,9/10/2019,1070000,4,1041,1941,78,3656.4
991,4995 ELGIN STREET,5/22/2019,1285000,23,2028,1963,56,3300
992,3683 DUNDAS STREET,2/10/2020,1410000,11,2347,1927,93,4026
993,2667 E 22ND AVENUE,10/30/2019,1602000,7,2108,2007,12,3630
994,2575 E 29TH AVENUE,7/30/2019,1060000,9,1700,1946,73,3333
995,2032 E 22ND AVENUE,10/9/2019,2190476,30,3412,2019,0,4026
996,4827 JOYCE STREET,10/30/2019,1358000,5,2071,1996,23,3300
997,795 E 52ND AVENUE,10/4/2019,1388000,14,1917,1996,23,3323
998,3460 QUEBEC STREET,10/29/2019,1408000,7,2067,1913,106,1952
999,1366 E 49TH AVENUE,11/4/2019,1577000,8,2160,2007,12,3597
1000,5664 TYNE STREET,12/2/2019,1358000,8,2464,1971,48,4422.68
1001,3308 AUSTREY AVENUE,8/17/2019,1725000,63,2894,2019,0,3300
1002,6583 CLARENDON STREET,1/14/2020,1605000,29,2501,1970,50,4356
1003,3655 TRAFALGAR STREET,3/30/2020,2430000,8,2911,1988,32,4139.85
1004,414 E 60TH AVENUE,5/19/2020,1197232,5,1754,1954,66,3382
1005,6550 LANCASTER STREET,4/25/2019,1500000,64,2134,1959,60,5718.19
1006,2258 E 37TH AVENUE,8/12/2019,1480000,106,2603,1979,40,4661.2
1007,601 E PENDER STREET,1/11/2020,1670000,123,4100,1908,112,4150
1008,2305 W KING EDWARD AVENUE,4/23/2019,2150000,42,2109,1951,68,6093
1009,1738 W 58TH AVENUE,3/4/2019,2600000,106,3380,1991,28,5600
1010,2701 W 1ST AVENUE,9/5/2019,2100000,11,2942,1922,97,2599
1011,3027 E 2ND AVENUE,9/16/2019,1280000,2,1586,1946,73,5020
1012,3475 W 8TH AVENUE,5/27/2019,1890000,16,2757,1946,73,3465
1013,2705 E 46TH AVENUE,8/20/2019,1470000,22,2500,1973,46,4026
1014,3266 GRAVELEY STREET,8/26/2019,1235000,0,2392,1964,55,3846
1015,884 E 28TH AVENUE,9/3/2019,1586000,6,2309,1932,87,4777.5
1016,1128 E 26TH AVENUE,7/24/2019,1260000,20,1808,1960,59,3696
1017,8490 ADERA STREET,5/28/2019,2398000,129,2760,2001,18,4583.8
1018,2425 DUNDAS STREET,9/3/2019,2000000,57,3448,2019,0,4026
1019,3275 E 20TH AVENUE,6/25/2019,1106000,106,1485,1949,70,3620
1020,4314 DUMFRIES STREET,11/25/2019,1558000,22,2091,1953,66,4989.2
1021,3910 INVERNESS STREET,6/2/2019,960000,7,2142,1912,107,2697
1022,5755 PRINCE ALBERT STREET,2/11/2020,1652000,24,2016,1952,68,5030
1023,3850 LILLOOET STREET,9/30/2019,1230000,7,2240,1974,45,3552.25
1024,886 E 38TH AVENUE,4/15/2019,1185000,114,2223,1911,108,4026
1025,2148 E 4TH AVENUE,7/16/2019,1500000,182,1695,1912,108,2590
1026,926 E 58TH AVENUE,11/6/2019,1060000,0,1650,1946,73,3692.7
1027,3782 ONTARIO STREET,1/31/2020,1655000,28,2354,1929,91,3387
1028,3037 W 42ND AVENUE,2/3/2020,2605000,8,2487,1991,29,4050
1029,4010 W 19TH AVENUE,1/8/2019,2880000,203,3004,1939,80,5795
1030,3980 W 23RD AVENUE,6/3/2019,3000000,15,2765,1931,88,4026
1031,3987 TUPPER STREET,5/8/2019,2350000,147,3481,1929,90,5886.65
1032,3110 NANAIMO STREET,4/1/2019,1100000,87,1250,1943,76,5910
1033,1470 E 28TH AVENUE,10/21/2019,1600000,18,3188,1970,49,6176
1034,2504 E 1ST AVENUE,4/23/2019,1185000,54,2308,1956,63,4483
1035,7312 VICTORIA DRIVE,7/17/2019,1500000,30,2101,1941,78,7058.04
1036,3981 W 11TH AVENUE,1/23/2020,2798000,10,2498,1925,95,4029
1037,2539 E 18TH AVENUE,9/19/2019,1245000,45,1660,1942,77,4105
1038,3169 WATERLOO STREET,7/22/2019,2456000,5,3303,1990,29,5517
1039,4435 RUPERT STREET,8/6/2019,1220000,42,1857,1953,66,4573
1040,2606 E 5TH AVENUE,4/29/2019,1400000,58,2092,1942,77,4026
1041,1175 WAVERLEY AVENUE,6/4/2019,1350000,50,2732,1971,48,6093
1042,329 E 24TH AVENUE,2/26/2020,1950000,4,2152,1910,110,4057
1043,3432 E 23RD AVENUE,6/11/2019,1314000,43,2650,1966,53,3960
1044,3379 W 23RD AVENUE,9/11/2019,2175000,14,1636,1928,91,4026
1045,5597 INVERNESS STREET,3/4/2019,1950000,145,2964,2012,7,4125
1046,3427 MONS DRIVE,11/6/2019,1210000,1,1446,1948,71,4510
1047,3492 E 49TH AVENUE,3/12/2020,1360000,47,2782,1972,48,4845
1048,6282 WINDSOR STREET,12/10/2019,1380000,8,1876,1953,66,4026
1049,4344 COLLINGWOOD STREET,2/28/2020,1850000,11,1932,1926,94,3630
1050,2742 W 2ND AVENUE,8/30/2019,2450000,30,2409,1926,93,3960
1051,2321 PARKER STREET,1/13/2020,1416000,0,1771,1947,73,4026
1052,3687 HAIDA DRIVE,5/1/2019,1620000,96,3160,1980,39,6150
1053,3089 CHARLES STREET,9/16/2019,1790000,40,3026,2011,8,4290
1054,563 W 20TH AVENUE,5/23/2019,1860000,63,2389,1939,80,4026
1055,5530 KERR STREET,7/22/2019,1260000,74,2267,1945,74,4580.28
1056,4788 DUNBAR STREET,1/2/2020,2321905,35,2355,2019,1,3034.79
1057,3265 SW MARINE DRIVE,2/11/2020,2825000,7,6556,1962,58,11400
1058,3037 W 28TH AVENUE,3/2/2020,2500000,0,2715,1969,51,4297.92
1059,2505 E KENT AVENUE NORTH,10/29/2019,1440000,24,2177,1994,25,3578.93
1060,77 E KING EDWARD AVENUE,11/14/2019,1650000,3,2316,1905,114,4063.95
1061,682 W 21ST AVENUE,11/3/2019,2988221,0,2794,2002,17,4026
1062,521 E 20TH AVENUE,12/18/2019,1084600,23,867,1910,110,3023
1063,188 E 61ST AVENUE,8/19/2019,1250000,14,2361,1993,26,3630
1064,3054 E 21ST AVENUE,11/25/2019,1450000,7,2285,1986,33,3637
1065,1012 E 58TH AVENUE,7/31/2019,1905000,103,2630,2017,2,3762
1066,174 E 48TH AVENUE,10/11/2019,2036190,50,3369,2019,0,3864
1067,3323 E 23RD AVENUE,7/18/2019,1488000,12,2200,2001,18,3960
1068,5588 HOLLAND STREET,9/9/2019,2800000,55,2816,1936,83,8877
1069,3281 E 7TH AVENUE,7/12/2019,1080000,4,1712,1942,77,4026
1070,2561 E 7TH AVENUE,7/29/2019,1354000,51,2352,1961,58,4026
1071,1915 E 53RD AVENUE,4/1/2019,1210000,89,1646,1957,62,3385
1072,3645 FRASER STREET,3/19/2020,1230000,53,2358,1906,114,3040
1073,3002 GRAVELEY STREET,6/18/2019,1100000,6,922,1926,93,3902.75
1074,5785 CHESTER STREET,4/8/2019,2115000,82,3515,2016,3,4026
1075,6250 PRINCE ALBERT STREET,7/4/2019,1665000,76,2205,2006,13,4026
1076,2754 DUNDAS STREET,10/16/2019,1550000,9,2686,1910,109,5856
1077,628 E 54TH AVENUE,6/24/2019,1250000,13,2632,1973,46,4032
1078,1146 E 60TH AVENUE,3/12/2020,1482000,8,1940,1952,68,6180
1079,3322 W 38TH AVENUE,5/25/2020,2880000,7,2959,1925,95,5475
1080,2971 E 16TH AVENUE,9/9/2019,1385000,6,2279,1963,56,3996.66
1081,946 E 24TH AVENUE,9/16/2019,1225000,8,1670,1913,106,2161.5
1082,7 W 20TH AVENUE,5/10/2019,2050000,143,2046,1927,92,4570.5
1083,5304 FRASER STREET,5/1/2019,840000,53,906,1913,106,3399
1084,4377 W 14TH AVENUE,4/17/2020,2802000,3,3603,1911,109,5734
1085,4507 W 14TH AVENUE,3/25/2019,2900000,191,2407,1999,20,4026
1086,4448 COMMERCIAL STREET,3/12/2020,1085000,8,2028,1908,112,4081.94
1087,2509 E PENDER STREET,2/24/2020,1570000,9,2599,1976,44,4026
1088,50 E 56TH AVENUE,4/28/2020,2468000,6,2586,2020,0,3630
1089,1747 E 8TH AVENUE,8/19/2019,1325000,7,2036,1993,26,3115
1090,2851 E 15TH AVENUE,6/18/2019,1265000,257,1660,1955,65,4023
1091,3088 E GEORGIA STREET,5/22/2019,1180000,168,1780,1946,74,3481.5
1092,2786 DUNDAS STREET,4/23/2019,1300000,49,2450,1925,94,5856
1093,3151 W 45TH AVENUE,8/8/2019,2575000,287,2400,1948,72,6838.1
1094,4995 ST. CATHERINES STREET,1/10/2020,1155000,4,1585,1953,67,3300
1095,3328 W 39TH AVENUE,11/20/2019,2273000,11,2191,2013,6,2537.5
1096,6579 MAPLE STREET,9/18/2019,2700000,8,2645,1922,97,7789.6
1097,720 HAWKS AVENUE,10/15/2019,1265000,47,2394,1905,114,2684
1098,312 E 32ND AVENUE,2/11/2019,1925000,314,2253,2017,3,3295
1099,2895 W 5TH AVENUE,5/24/2019,1715000,11,2679,1930,89,4092
1100,2646 MCGILL STREET,8/21/2019,1125000,54,1520,1928,91,4081
1101,6161 ST. GEORGE STREET,11/27/2019,1498000,17,2313,1975,44,4026
1102,2924 W 41ST AVENUE,9/9/2019,1850000,3,2651,1925,94,4455
1103,3174 E 3RD AVENUE,1/16/2020,1350000,20,2444,1965,55,4154
1104,1771 E 5TH AVENUE,6/3/2019,1555000,7,2251,1912,107,2500
1105,168 E 48TH AVENUE,10/7/2019,2080714,27,2774,2019,0,3864
1106,326 WEBBER AVENUE,9/16/2019,1550000,10,1985,1910,109,2432.1
1107,4514 NANAIMO STREET,5/21/2019,1360000,41,1682,2003,16,2940
1108,518 KEEFER STREET,1/3/2020,1189000,47,3189,1910,110,3050
1109,3164 W KING EDWARD AVENUE,4/4/2020,2050000,19,3050,1973,47,4199.9
1110,1982 1984 E 12TH AVENUE,2/6/2020,1375000,5,2168,1913,107,4026
1111,7848 MAIN STREET,6/20/2019,1375000,15,3600,1953,66,5860.99
1112,4409 W 16TH AVENUE,1/21/2019,2965000,180,2850,2018,1,4026
1113,1019 W 46TH AVENUE,2/3/2020,2988000,42,3900,1986,34,7200
1114,8523 CORNISH STREET,6/18/2019,2100000,1,3000,1994,25,5121.6
1115,1275 E 60 AVENUE,2/7/2020,1250000,4,1822,1960,60,3861
1116,4799 GOTHARD STREET,7/23/2019,1472000,7,2210,2001,18,4176
1117,2168 E 7TH AVENUE,9/9/2019,2300000,9,3644,1992,27,6039
1118,4808 TRAFALGAR STREET,2/17/2020,2890000,0,3249,1940,80,7420
1119,1407 W 48TH AVENUE,4/8/2019,2700000,76,3495,1942,77,7270
1120,615 W 23RD AVENUE,2/4/2020,2570000,67,2779,1955,65,4026
1121,120 E 24TH AVENUE,11/12/2019,1650000,7,1860,1910,109,2416.35
1122,7951 FRENCH STREET,6/11/2019,1680000,78,1618,1949,70,4327.73
1123,3425 W 33 AVENUE,10/21/2019,2680000,2,3374,1937,82,7308
1124,5078 ST. CATHERINES STREET,6/20/2019,1147000,2,1539,1946,73,3234
1125,3246 E 27TH AVENUE,3/5/2020,1632000,1,2780,1994,26,3960
1126,2350 E 49TH AVENUE,5/27/2019,1500000,133,2606,1967,52,6190
1127,2087 E 28TH AVENUE,3/16/2020,1450000,0,1900,1957,63,4204.2
1128,2575 W 15TH AVENUE,7/23/2019,2600000,25,2096,1941,78,6250
1129,1090 E 57TH AVENUE,7/8/2019,1500000,29,2012,2012,7,3597
1130,2496 E 29TH AVENUE,9/3/2019,1038000,65,1684,1979,40,2866.19
1131,158 E 61ST AVENUE,6/7/2019,1250000,114,1518,1944,75,3811.5
1132,505 RUPERT STREET,2/26/2020,1907619,15,3400,2020,0,3960
1133,1561 KITCHENER STREET,9/24/2019,1470000,29,2538,1910,109,4026
1134,3986 W 24TH AVENUE,4/8/2019,2200000,149,2293,1941,78,5008.15
1135,3539 E 22ND AVENUE,8/29/2019,1188800,5,1344,1948,71,4469
1136,2566 MCBAIN AVENUE,10/7/2019,2805000,18,2017,1955,64,6255
1137,4586 W 8TH AVENUE,3/16/2019,2200000,119,2253,1987,32,3795
1138,2504 NAPIER STREET,4/6/2020,1210000,1,2335,1942,78,3564
1139,4250 OSLER STREET,7/10/2019,2488888,8,1872,1924,95,6000
1140,3949 PRINCE EDWARD STREET,10/28/2019,1711000,8,2079,1910,109,2665
1141,6963 LANARK STREET,9/20/2019,1450000,11,2272,1952,67,5001.66
1142,1216 E 17TH AVENUE,6/24/2019,1630000,8,2501,1913,106,4026
1143,638 W 24TH AVENUE,10/15/2019,2250000,20,1786,1927,92,4310.13
1144,2993 CHARLES STREET,1/13/2020,1432000,27,2098,1940,80,3802.78
1145,1750 E 15TH AVENUE,2/13/2020,1408000,1,1927,1960,60,4045
1146,1836 E 7TH AVENUE,2/29/2020,2190000,11,2631,1911,109,3132
1147,2275 W KING EDWARD AVENUE,9/6/2019,2788000,43,3811,1990,29,6092
1148,450 SALSBURY DRIVE,8/27/2019,1310000,33,2364,2010,9,1762
1149,4783 FAIRMONT STREET,7/29/2019,1140000,50,1981,1963,56,3283
1150,3058 18TH AVENUE,8/29/2019,1500000,44,2794,1966,53,5458
1151,19 W 62ND AVENUE,3/20/2020,1555000,3,2161,1914,106,3998.61
1152,2666 E 53RD AVENUE,1/8/2020,1780000,3,2572,1959,61,6014
1153,827 E 18TH AVENUE,6/29/2019,1388000,78,1826,2007,12,2494
1154,11 S KASLO STREET,2/3/2020,1680100,6,2938,1971,49,5856
1155,798 CASSIAR STREET,5/21/2019,1275000,17,1900,1994,25,3609.05
1156,3282 W 33RD AVENUE,9/20/2019,2450000,81,3059,1930,89,7810
1157,2633 E 2ND AVENUE,6/24/2019,1160000,10,2242,1927,92,4026
1158,2161 E 28TH AVENUE,2/10/2020,1360000,6,1468,1942,78,4204.2
1159,2706 CHEYENNE AVENUE,3/16/2020,1200000,7,2540,1968,52,4143.75
1160,1656 W 69TH AVENUE,2/4/2020,2250000,31,2429,1953,67,6000
1161,2036 E BROADWAY STREET,2/13/2020,1588000,5,1900,1948,72,4026
1162,2919 W 43RD AVENUE,7/23/2019,2430000,55,2974,1975,44,4455
1163,156 E 22ND AVENUE,6/19/2019,1225000,84,1706,1909,110,3295
1164,2450 OLIVER CRESCENT,6/13/2019,2800000,27,2282,1951,68,6220.47
1165,3241 E 28TH AVENUE,6/10/2019,1320000,12,2440,1977,42,3960
1166,476 E 49TH AVENUE,12/9/2019,1238000,3,1665,1949,71,4106.36
1167,756 W 64TH AVENUE,12/21/2019,2900000,22,3215,2006,14,5346.86
1168,7840 PRINCE ALBERT STREET,1/7/2020,1285000,1,2300,1958,62,3979.46
1169,2082 CHARLES STREET,9/24/2019,1327000,11,1263,2017,2,1696
1170,2915 MCGILL STREET,5/23/2019,1555000,50,2904,1928,91,6029.56
1171,2277 E 28TH AVENUE,8/5/2019,2660000,22,4809,2016,3,6039
1172,5385 EARLES STREET,7/10/2019,1065000,14,2400,1947,72,4007.52
1173,2476 E 6TH AVENUE,9/3/2019,1638000,6,3586,1982,37,6039
1174,1764 W 57TH AVENUE,5/2/2019,2050000,61,3298,1931,88,5600
1175,1231 SE MARINE DRIVE,11/14/2019,935000,7,2010,1958,61,3201
1176,151/153 W 18TH AVENUE,10/25/2019,2250000,6,2611,1924,95,4537.5
1177,3654 E PENDER STREET,7/17/2019,1900000,78,4419,2015,4,5115
1178,4334 PRINCE EDWARD STREET,6/27/2019,1265000,0,1500,1957,62,3577.5
1179,3520 W 31 AVENUE,3/16/2020,2240000,7,2530,1975,45,4318
1180,842 KEEFER STREET,8/27/2019,2100000,6,2727,1910,109,3050
1181,7315 NANAIMO STREET,3/27/2020,1480000,3,2462,1964,56,4225
1182,1108 W 41ST AVENUE,6/18/2019,2080000,15,2584,1947,72,7405
1183,1738 W 49TH AVENUE,7/18/2019,2483810,4,2624,2018,1,3748.8
1184,419 E 60TH AVENUE,11/12/2019,1372000,60,2271,1982,38,3892
1185,6988 MCKINNON STREET,1/23/2019,2825000,203,4625,2017,2,5500
1186,5704 KERR STREET,3/2/2020,1252000,4,2553,1941,79,4121.7
1187,6675 BERKELEY STREET,12/9/2019,1715000,27,2610,1994,26,4356
1188,3158 WELLINGTON AVENUE,10/8/2019,1400000,22,2497,1970,49,5155.72
1189,136 E 44TH AVENUE,8/7/2019,1290000,62,1841,1944,75,3894.4
1190,375 W 23RD AVENUE,3/17/2020,2470000,6,2597,1911,109,4900
1191,6483 WILTSHIRE STREET,11/1/2019,2700000,114,3841,1928,92,8775
1192,3505 FLEMING STREET,1/20/2020,1030000,8,1600,1910,110,2722.5
1193,3234 PRINCE EDWARD STREET,3/9/2020,950000,26,1601,1912,108,2382.36
1194,555 E 7TH AVENUE,1/20/2020,1660000,1,2322,1905,115,4026
1195,3809 W 24TH AVENUE,4/29/2020,2315000,13,2235,1978,42,4026
1196,7550 JASPER CRESCENT,1/27/2020,1869000,77,3578,1992,28,6348
1197,5023 SHERBROOKE STREET,7/11/2019,1190000,3,945,1946,73,3234
1198,1979 CHARLES STREET,9/4/2019,2048000,27,2066,2019,0,2732.8
1199,6183 DUMFRIES STREET,9/12/2019,1885000,100,2857,2012,8,4049
1200,3172 E 62ND AVENUE,5/26/2020,1601000,3,2119,1973,47,7000
1201,2988 E 52ND AVENUE,11/1/2019,1844000,21,2728,2019,0,3978
1202,2080 CASSIAR STREET,8/21/2019,1230000,28,2458,1966,53,4131.58
1203,5229 WINDSOR STREET,1/22/2020,1500000,5,2136,1970,50,3300
1204,5260 INVERNESS STREET,4/27/2020,1425000,25,1838,1910,110,3382
1205,622 W 27TH AVENUE,7/5/2019,3000000,38,2489,1945,74,7063
1206,4733 FLEMING STREET,6/13/2019,1550000,105,2400,1993,26,4102
1207,908 NOOTKA STREET,10/24/2019,1430000,56,1791,1958,62,3435.3
1208,3675 W 24TH AVENUE,8/20/2018,1900000,303,2287,1993,26,4029.3
1209,3465 SEAFORTH DRIVE,8/20/2019,1230000,61,1570,1948,71,6088.62
1210,6695 CLARENDON STREET,4/16/2019,1450000,112,2484,1964,55,4889
1211,4547 WELWYN STREET,9/5/2019,1450000,56,2398,1927,92,3146
1212,3247 W 6TH AVENUE,3/2/2020,2255000,55,2366,1927,93,3630
1213,2403 CAMBRIDGE STREET,2/4/2019,1400000,207,2575,1909,110,4021
1214,555 E 52ND AVENUE,1/3/2020,1715000,44,3000,1979,41,4880
1215,4045 PERRY STREET,7/5/2019,1145000,50,2310,1965,54,3861
1216,120 E 41ST AVENUE,6/14/2019,1313000,18,2230,1961,58,3795
1217,2909 GRAVELEY STREET,9/16/2019,1188000,3,1980,1940,79,4254.5
1218,2858 E 23RD AVENUE,12/30/2019,2100000,7,3450,2019,1,3960
1219,5750 ATHLONE STREET,7/12/2019,2700000,4,3300,1927,92,8700
1220,241 W 22ND AVENUE,7/8/2019,2900000,6,2823,2003,16,4026
1221,1258 E 27TH AVENUE,11/5/2019,1360000,6,1518,1945,74,4752
1222,542 E 50TH AVENUE,9/3/2019,1519000,9,2395,1912,107,4356
1223,3084 GRANDVIEW HIGHWAY,6/19/2019,1110000,6,2523,1937,82,4866.8
1224,2209 E 7TH AVENUE,10/3/2019,1510000,0,1894,1923,96,4191
1225,2281 E 40TH AVENUE,3/29/2019,1880000,204,3151,2003,16,5605.6
1226,1277 E 64TH AVENUE,12/2/2019,1433000,3,2577,1992,27,3960
1227,2349 ROSEDALE DRIVE,2/12/2020,1716250,22,2797,1968,52,6960
1228,136 E 53RD AVENUE,11/14/2018,1830000,370,2336,1996,23,3897
1229,3798 PUGET DRIVE,10/8/2019,3000000,8,2997,2016,3,3513.34
1230,1568 E 58TH AVENUE,7/19/2019,2600000,48,3744,2015,4,5117.5
1231,4470 W 12TH AVENUE,10/24/2019,2800000,7,2444,1995,24,4026
1232,1606 E 59TH AVENUE,4/8/2020,2400000,31,3720,2019,1,4242.6
1233,1310 E 24TH AVENUE,1/27/2020,1555000,7,2442,1924,96,3414
1234,2128 W 46TH AVENUE,10/1/2019,2950000,121,2814,2016,4,3919
1235,4093 DUNBAR STREET,3/11/2019,2761905,85,3082,2019,0,3630
1236,818 W 24TH AVENUE,6/10/2019,2850000,21,2594,2009,10,4323
1237,3107 E 29TH AVENUE,8/12/2019,1240200,20,2525,1973,46,3544
1238,750 W 52ND AVENUE,2/27/2020,2500000,5,4370,1959,61,6957
1239,3189 E 5TH AVENUE,6/4/2019,1235000,6,1774,1927,92,4154
1240,6816 TODERICK STREET,6/19/2019,1988000,5,3745,1972,47,11351
1241,8150 FRENCH STREET,12/29/2018,2715000,264,2971,2011,8,4111
1242,2551 PANDORA STREET,11/29/2019,1475000,9,2849,1941,78,4026
1243,2956 WATERLOO STREET,3/18/2020,1900000,50,2252,1927,93,3960
1244,4550 GOTHARD STREET,7/1/2019,1085000,95,1673,1926,93,3630
1245,5557 STAMFORD STREET,5/1/2019,1190000,209,1459,1959,60,4818
1246,2938 W 20TH AVENUE,7/24/2019,2848000,20,2475,1991,28,4026
1247,5855 LINCOLN STREET,3/25/2019,1438000,162,3172,1929,90,6276
1248,2475 E 54TH AVENUE,2/19/2020,1950000,65,3850,1981,39,8745
1249,4563 W 11TH AVENUE,2/19/2020,2300000,8,2270,1932,88,4019.4
1250,5939 BATTISON STREET,7/16/2019,1588000,13,2628,1970,49,6534
1251,2343 E 2ND AVENUE,4/20/2020,1450000,7,2106,1926,94,4026
1252,6568 BALSAM STREET,5/21/2019,1746000,30,2214,1922,97,3450
1253,2860 LAKEWOOD DRIVE,5/10/2019,1150000,55,1950,1928,91,3416
1254,5742 SHERBROOKE STREET,2/20/2020,1470000,6,2304,1984,36,4026
1255,807 W 61ST AVENUE,10/28/2019,1750000,6,2589,1977,42,4286.7
1256,1271 E 14TH AVENUE,11/25/2019,1985000,14,2651,1927,92,6350
1257,3085 E 28 AVENUE,6/14/2019,1070000,34,1730,1932,87,3729
1258,5086 ROSS STREET,7/8/2019,953000,35,1572,1946,73,3234
1259,3382 CHURCH STREET,7/10/2019,960000,56,1700,1930,89,4026
1260,1144 E 21ST AVENUE,9/26/2019,1250000,2,2250,1993,26,4026
1261,4314 PRINCE EDWARD STREET,3/16/2020,1960000,7,2017,1993,27,3577.5
1262,5865 BATTISON STREET,3/22/2019,1030000,131,1700,1930,89,4356
1263,575 W 17TH AVENUE,5/21/2019,1820000,55,2392,1927,92,4023.36
1264,6515 ELLIOTT STREET,10/28/2019,1386000,2,2020,1962,57,5567.07
1265,1308 E 61ST AVENUE,2/27/2020,1350000,26,2432,1957,63,3795
1266,2045 E 51ST AVENUE,9/3/2019,1275000,2,1786,1946,73,4026
1267,3023 VICTORIA DRIVE,3/16/2020,1599000,5,2503,1912,108,4026
1268,3544 E 28TH AVENUE,1/10/2020,1268000,2,1790,1957,63,3762
1269,3147 E 5TH AVENUE,7/2/2019,1300000,4,2578,1967,52,4154
1270,2660 TRINITY STREET,7/8/2019,2285714,33,3327,2019,0,4088
1271,250 E 54TH AVENUE,7/15/2019,1165000,24,1836,1955,64,3894
1272,2330 DUNDAS STREET,7/1/2019,1200000,10,1977,1949,70,4057
1273,385 W 22ND AVENUE,3/21/2020,2450000,20,2754,1930,90,4026
1274,3781 W 27TH AVENUE,3/3/2020,2350000,1,2578,1926,94,6443.42
1275,1733 E 1ST AVENUE,2/3/2019,2125000,321,2621,1904,116,6214.72
1276,1280 E 27 AVENUE,4/23/2019,1258000,56,1845,1955,64,4752
1277,3892 W 50TH AVENUE,11/1/2019,2135000,125,1980,1948,72,7809
1278,535 E 31ST AVENUE,3/18/2020,1903000,5,2562,2005,15,3150
1279,4258 ONTARIO STREET,7/24/2019,1928000,6,2017,1977,42,2643
1280,7458 INVERNESS STREET,3/19/2019,1540000,78,2262,2000,19,4343
1281,2690 NAPIER STREET,11/4/2019,1210000,122,1710,1944,76,3564
1282,2011 E 4TH AVENUE,7/15/2019,1590000,8,1953,1928,91,4026
1283,3569 ANZIO DRIVE,7/2/2019,1820000,6,3979,1989,30,6600
1284,2890 W 11TH AVENUE,3/2/2020,2585000,7,2558,1932,88,4026
1285,4443 W 14TH AVENUE,3/9/2020,2780000,8,2447,1994,26,4026
1286,6061 KERR STREET,9/16/2019,1518000,14,2454,1966,53,5404
1287,7087 CYPRESS STREET,5/30/2019,3000000,6,4040,1928,91,8580
1288,3470 W 6TH AVENUE,5/29/2019,2135000,26,2985,1920,99,3630
1289,6140 LANARK STREET,10/23/2019,1361400,5,2630,1982,37,4049
1290,4866 MANOR STREET,3/16/2019,880000,257,1747,1911,108,3267
1291,526 E 61ST AVENUE,8/21/2019,1029000,38,1700,1953,66,3465
1292,3081 E 6TH AVENUE,1/10/2020,1425000,24,2090,1969,51,4026
1293,628 E 19TH AVENUE,10/8/2019,1909750,12,2100,2013,6,3019.5
1294,1826 E 12TH AVENUE,3/25/2020,1050000,22,2200,1912,108,4092
1295,5260 INVERNESS STREET,4/1/2019,1180000,279,1840,1910,110,3383
1296,2716 E 24TH AVENUE,9/16/2019,1375000,12,2337,1948,71,4026
1297,1697 E 22ND AVENUE,1/22/2020,1930000,22,4272,1928,92,5696.17
1298,65 W KING EDWARD AVENUE,8/22/2019,2630000,42,3035,1939,80,7456
1299,3150 E 52ND AVENUE,8/17/2019,1450000,14,2282,1974,45,3993
1300,4478 PRINCE ALBERT STREET,2/24/2020,2798000,4,3501,2016,4,3960
1301,4038 MILLER STREET,4/5/2019,900000,194,2440,1912,107,3297
1302,2040 E 39TH AVENUE,3/3/2020,1600000,7,2627,1974,46,4697